Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_004354.4	761976	762500	X	plus	long non-coding RNA:CR44965	lncRNA:CR44965	19835179	lncRNA	NR_123764.1			Dmel_CR44965
NC_004354.4	762560	765130	X	minus	Ribosomal protein L22	RpL22	31022	protein-coding	NM_057786.5	NP_477134.1	299	Dmel_CG7434
NC_004354.4	762615	763810	X	minus	long non-coding RNA:CR42491	lncRNA:CR42491	8673998	lncRNA	NR_033152.1			Dmel_CR42491
NC_004354.4	763083	763234	X	minus	snoRNA:Psi18S-531	snoRNA:Psi18S-531	5740514	snoRNA	NR_003724.1			Dmel_CR34590
NC_004354.4	763942	764086	X	minus	snoRNA:Psi28S-2179	snoRNA:Psi28S-2179	3771847	snoRNA	NR_002459.2			Dmel_CR33918
NC_004354.4	765288	766100	X	plus	long non-coding RNA:CR44966	lncRNA:CR44966	19834749	lncRNA	NR_123765.1			Dmel_CR44966
NC_004354.4	769945	784222	X	plus	frizzled 3	fz3	31023	protein-coding	NM_080296.3	NP_525035.2	581	Dmel_CG16785
NC_004354.4	784746	788215	X	plus	twisted	tw	31024	protein-coding	NM_130502.3	NP_569858.1	765	Dmel_CG12311
NC_004354.4	787855	790089	X	minus	uncharacterized protein	CG13360	31025	protein-coding	NM_130503.3	NP_569859.1	421	Dmel_CG13360
NC_004354.4	790284	790566	X	minus	long non-coding RNA:CR44469	lncRNA:CR44469	19835412	lncRNA	NR_123766.1			Dmel_CR44469
NC_004354.4	793147	797061	X	plus	uncharacterized protein, isoform C	CG16989	31026	protein-coding	NM_130504.3	NP_569860.3	1045	Dmel_CG16989
NC_004354.4	797090	801479	X	minus	Retinoblastoma-family protein	Rbf	31027	protein-coding	NM_080297.3	NP_525036.2	845	Dmel_CG7413
NC_004354.4	801669	803470	X	minus	uncharacterized protein	CG13359	31028	protein-coding	NM_130505.3	NP_569861.1	493	Dmel_CG13359
NC_004354.4	803424	804921	X	minus	uncharacterized protein	CG13358	31029	protein-coding	NM_130506.3	NP_569862.3	301	Dmel_CG13358
NC_004354.4	806076	808200	X	plus	Secretory 22	Sec22	31030	protein-coding	NM_130507.3	NP_569863.1	211	Dmel_CG7359
NC_004354.4	808217	927975	X	minus	uncharacterized protein, isoform L	CG43867	31031	protein-coding	NM_058041.4	NP_477389.4	1490	Dmel_CG43867
NC_004354.4	844823	845297	X	plus	uncharacterized protein	CG14635	31032	protein-coding	NM_130508.2	NP_569864.1	119	Dmel_CG14635
NC_004354.4	846171	847157	X	minus	uncharacterized protein, isoform A	CG3713	50365	protein-coding	NM_144244.3	NP_652501.1	83	Dmel_CG3713
NC_004354.4	862608	863200	X	plus	uncharacterized protein	CG14634	50366	protein-coding	NM_001042790.2	NP_001036255.1	93	Dmel_CG14634
NC_004354.4	875732	876612	X	plus	uncharacterized protein	CG11664	31033	protein-coding	NM_130509.2	NP_569865.1	254	Dmel_CG11664
NC_004354.4	894482	895200	X	plus	uncharacterized protein, isoform A	CG11663	31036	protein-coding	NM_130512.3	NP_569868.1	152	Dmel_CG11663
NC_004354.4	922889	927582	X	minus	Leucine zipper like transcription regulator 1	Lztr1	31037	protein-coding	NM_130513.4	NP_569869.2	975	Dmel_CG3711
NC_004354.4	928139	928860	X	plus	Mediator complex subunit 22	MED22	31038	protein-coding	NM_130514.5	NP_569870.1	143	Dmel_CG3034
NC_004354.4	928798	930098	X	minus	uncharacterized protein	CG3708	31039	protein-coding	NM_130515.3	NP_569871.2	362	Dmel_CG3708
NC_004354.4	930931	932475	X	minus	uncharacterized protein	CG3706	53540	protein-coding	NM_144377.3	NP_652634.1	444	Dmel_CG3706
NC_004354.4	932466	939424	X	plus	uncharacterized protein, isoform C	CG32815	318224	protein-coding	NM_166865.3	NP_726709.2	382	Dmel_CG32815
NC_004354.4	935232	937822	X	plus	TRAM, isoform A	TRAM	31042	protein-coding	NM_166866.2	NP_726710.1	368	Dmel_CG11642
NC_004354.4	939170	940805	X	minus	uncharacterized protein	CG3704	31043	protein-coding	NM_130516.4	NP_569872.1	382	Dmel_CG3704
NC_004354.4	941075	943229	X	plus	mus81	mus81	31044	protein-coding	NM_130517.3	NP_569873.1	426	Dmel_CG3026
NC_004354.4	942474	945773	X	minus	uncharacterized protein	CG3703	31045	protein-coding	NM_130518.3	NP_569874.1	711	Dmel_CG3703
NC_004354.4	946662	947500	X	minus	uncharacterized protein	CG3699	31046	protein-coding	NM_130519.3	NP_569875.2	251	Dmel_CG3699
NC_004354.4	948585	951900	X	minus	uncharacterized protein, isoform A	CG3690	31047	protein-coding	NM_130520.4	NP_569876.3	558	Dmel_CG3690
NC_004354.4	968496	968741	X	minus	long non-coding RNA:CR45476	lncRNA:CR45476	19835347	lncRNA	NR_123767.1			Dmel_CR45476
NC_004354.4	990518	991184	X	plus	uncharacterized protein	CG18823	59184	protein-coding	NM_145103.2	NP_659571.1	106	Dmel_CG18823
NC_004354.4	1011101	1011643	X	minus	TfIIA-S-2	TfIIA-S-2	31048	protein-coding	NM_130521.1	NP_569877.1	107	Dmel_CG11639
NC_004354.4	1012035	1012624	X	plus	uncharacterized protein	CG14631	31049	protein-coding	NM_130522.3	NP_569878.1	132	Dmel_CG14631
NC_004354.4	1012779	1046040	X	plus	suppressor of white-apricot	su(w[a])	31054	protein-coding	NM_057408.6	NP_476756.2	963	Dmel_CG3019
NC_004354.4	1013984	1026703	X	minus	uncharacterized protein	CG11638	31050	protein-coding	NM_130523.3	NP_569879.1	387	Dmel_CG11638
NC_004354.4	1019795	1026700	X	minus	uncharacterized protein	CG32814	318223	protein-coding	NM_166869.4	NP_726716.2	244	Dmel_CG32814
NC_004354.4	1026791	1028290	X	plus	uncharacterized protein	CG3021	53546	protein-coding	NM_144382.4	NP_652639.1	389	Dmel_CG3021
NC_004354.4	1028291	1030556	X	minus	Cell division cycle 45	Cdc45	31052	protein-coding	NM_130524.5	NP_569880.1	575	Dmel_CG3658
NC_004354.4	1030758	1033119	X	plus	Ribonuclease P/MRP subunit p21	Rpp21	318857	protein-coding	NM_176680.4	NP_788853.1	183	Dmel_CG33082
NC_004354.4	1031496	1033165	X	plus	uncharacterized protein	CG14630	44620	protein-coding	NM_143728.4	NP_651985.1	406	Dmel_CG14630
NC_004354.4	1046224	1047009	X	plus	uncharacterized protein, isoform A	CG42259	7354475	protein-coding	NM_001042791.3	NP_001036256.2	92	Dmel_CG42259
NC_004354.4	1047242	1088866	X	plus	long non-coding RNA:CR44779	lncRNA:CR44779	19835701	lncRNA	NR_123768.1			Dmel_CR44779
NC_004354.4	1051525	1052631	X	plus	uncharacterized protein	CG14629	31055	protein-coding	NM_130525.4	NP_569881.1	319	Dmel_CG14629
NC_004354.4	1073041	1134896	X	minus	uncharacterized protein, isoform A	CG3655	31056	protein-coding	NM_130526.3	NP_569882.1	563	Dmel_CG3655
NC_004354.4	1145644	1146132	X	plus	uncharacterized protein	CG14628	31057	protein-coding	NM_130527.3	NP_569883.1	141	Dmel_CG14628
NC_004354.4	1158599	1162389	X	minus	eukaryotic translation initiation factor 4E7	eIF4E7	31059	protein-coding	NM_166870.2	NP_726718.1	429	Dmel_CG32859
NC_004354.4	1163620	1164105	X	minus	uncharacterized gene	CR34320	26067088	pseudogene				Dmel_CR34320
NC_004354.4	1170828	1173797	X	plus	uncharacterized protein, isoform A	CG11378	31060	protein-coding	NM_130530.4	NP_569886.1	312	Dmel_CG11378
NC_004354.4	1173877	1176035	X	minus	uncharacterized protein	CG11384	31061	protein-coding	NM_130531.4	NP_569887.1	588	Dmel_CG11384
NC_004354.4	1180165	1181551	X	plus	uncharacterized protein, isoform A	CG11379	31062	protein-coding	NM_130532.2	NP_569888.1	201	Dmel_CG11379
NC_004354.4	1181620	1183502	X	plus	uncharacterized protein, isoform A	CG14627	31063	protein-coding	NM_130533.4	NP_569889.2	270	Dmel_CG14627
NC_004354.4	1184778	1188585	X	plus	uncharacterized protein	CG14626	31064	protein-coding	NM_130534.3	NP_569890.1	342	Dmel_CG14626
NC_004354.4	1191308	1196660	X	plus	uncharacterized protein, isoform A	CG11380	31065	protein-coding	NM_130535.3	NP_569891.1	569	Dmel_CG11380
NC_004354.4	1199546	1203157	X	plus	uncharacterized protein	CG14625	31066	protein-coding	NM_130536.2	NP_569892.1	756	Dmel_CG14625
NC_004354.4	1203777	1205433	X	plus	uncharacterized protein	CG11381	31067	protein-coding	NM_130538.3	NP_569894.2	436	Dmel_CG11381
NC_004354.4	1206737	1207555	X	plus	uncharacterized protein	CG14624	31068	protein-coding	NM_166871.2	NP_726719.1	230	Dmel_CG14624
NC_004354.4	1209970	1211853	X	plus	uncharacterized protein, isoform B	CG11382	31069	protein-coding	NM_130539.3	NP_569895.1	505	Dmel_CG11382
NC_004354.4	1211989	1215156	X	minus	uncharacterized protein, isoform A	CG11398	31070	protein-coding	NM_130540.4	NP_569896.1	329	Dmel_CG11398
NC_004354.4	1215289	1236684	X	minus	uncharacterized protein, isoform H	CG3638	31071	protein-coding	NM_130541.4	NP_569897.4	1136	Dmel_CG3638
NC_004354.4	1236873	1239884	X	minus	uncharacterized protein	CG11403	31072	protein-coding	NM_130542.4	NP_569898.1	861	Dmel_CG11403
NC_004354.4	1242740	1275284	X	minus	Activating transcription factor 3	Atf3	43867	protein-coding	NM_138988.4	NP_620473.1	613	Dmel_CG11405
NC_004354.4	1287290	1288945	X	plus	uncharacterized protein, isoform A	CG32812	31074	protein-coding	NM_130543.4	NP_569899.3	225	Dmel_CG32812
NC_004354.4	1289713	1322362	X	minus	Dishevelled Associated Activator of Morphogenesis	DAAM	31075	protein-coding	NM_130544.4	NP_569900.3	1114	Dmel_CG14622
NC_004354.4	1297984	1298387	X	minus	uncharacterized protein	CG32811	318222	protein-coding	NM_166877.3	NP_726725.2	77	Dmel_CG32811
NC_004354.4	1299770	1300333	X	plus	long non-coding RNA:CR46248	lncRNA:CR46248	26067558	lncRNA	NR_133504.1			Dmel_CR46248
NC_004354.4	1322513	1329438	X	plus	female sterile (1) Nasrat	fs(1)N	45973	protein-coding	NM_130545.3	NP_569901.1	2118	Dmel_CG11411
NC_004354.4	1329518	1341587	X	minus	uncharacterized protein, isoform B	CG11409	31078	protein-coding	NM_130546.3	NP_569902.2	1279	Dmel_CG11409
NC_004354.4	1342106	1344770	X	plus	N(alpha)-acetyltransferase 30 A	Naa30A	31079	protein-coding	NM_166878.3	NP_726727.1	377	Dmel_CG11412
NC_004354.4	1344872	1349357	X	minus	mitochondrial poly(A) polymerase	MTPAP	31081	protein-coding	NM_130548.3	NP_569904.1	612	Dmel_CG11418
NC_004354.4	1346553	1348143	X	plus	Tetraspanin 2A	Tsp2A	31080	protein-coding	NM_080298.4	NP_525037.1	244	Dmel_CG11415
NC_004354.4	1349623	1353981	X	minus	uncharacterized protein, isoform A	CG12773	31082	protein-coding	NM_130549.3	NP_569905.1	712	Dmel_CG12773
NC_004354.4	1354014	1356473	X	plus	uncharacterized protein	CG11417	31083	protein-coding	NM_130550.3	NP_569906.1	771	Dmel_CG11417
NC_004354.4	1356488	1357601	X	minus	pan gu	png	31084	protein-coding	NM_058144.3	NP_477492.1	291	Dmel_CG11420
NC_004354.4	1369249	1370176	X	plus	uncharacterized protein	CG14770	31085	protein-coding	NM_130551.3	NP_569907.1	151	Dmel_CG14770
NC_004354.4	1370580	1375257	X	plus	sister-of-Sex-lethal	ssx	31086	protein-coding	NM_130552.3	NP_569908.1	485	Dmel_CG3056
NC_004354.4	1373623	1373755	X	plus	mir-4961 stem loop	mir-4961	12798092	miRNA	NR_047725.1			Dmel_CR43537
NC_004354.4	1375536	1378896	X	plus	AMP-activated protein kinase alpha subunit	AMPKalpha	43904	protein-coding	NM_057965.4	NP_477313.1	582	Dmel_CG3051
NC_004354.4	1378885	1380480	X	minus	uncharacterized protein	CG3719	44736	protein-coding	NM_143733.2	NP_651990.1	160	Dmel_CG3719
NC_004354.4	1380914	1392843	X	plus	uncharacterized protein, isoform H	CG32813	31089	protein-coding	NM_130553.4	NP_569909.2	581	Dmel_CG32813
NC_004354.4	1393054	1397337	X	plus	Rab interacting lysosomal protein like	Rilpl	31090	protein-coding	NM_130554.3	NP_569910.1	443	Dmel_CG11448
NC_004354.4	1409069	1453686	X	plus	futsch, isoform C	futsch	5740544	protein-coding	NM_001103394.3	NP_001096864.1	5495	Dmel_CG34387
NC_004354.4	1452430	1454177	X	plus	Gustatory receptor 2a	Gr2a	31093	protein-coding	NM_080299.4	NP_525038.3	410	Dmel_CG18531
NC_004354.4	1455215	1457054	X	minus	uncharacterized protein	CG14785	31094	protein-coding	NM_130556.2	NP_569912.2	470	Dmel_CG14785
NC_004354.4	1457175	1460617	X	minus	Leucine-rich pentatricopeptide repeat containing 2	Lrpprc2	31095	protein-coding	NM_130557.3	NP_569913.1	1072	Dmel_CG14786
NC_004354.4	1460807	1461676	X	minus	uncharacterized protein	CG14787	31096	protein-coding	NM_130558.3	NP_569914.2	260	Dmel_CG14787
NC_004354.4	1461844	1464220	X	minus	Nucleostemin 3	Ns3	31097	protein-coding	NM_130559.3	NP_569915.1	606	Dmel_CG14788
NC_004354.4	1464363	1465996	X	minus	O-fucosyltransferase 2	O-fut2	31098	protein-coding	NM_130560.4	NP_569916.1	490	Dmel_CG14789
NC_004354.4	1466134	1468692	X	plus	uncharacterized protein, isoform B	CG14777	31099	protein-coding	NM_130561.3	NP_569917.1	196	Dmel_CG14777
NC_004354.4	1467493	1470614	X	plus	uncharacterized protein	CG14778	31100	protein-coding	NM_130562.2	NP_569918.1	186	Dmel_CG14778
NC_004354.4	1468693	1469817	X	minus	uncharacterized protein	CG32808	318221	protein-coding	NM_166886.2	NP_726740.1	284	Dmel_CG32808
NC_004354.4	1470666	1472325	X	plus	pickel	pck	31101	protein-coding	NM_130563.4	NP_569919.2	256	Dmel_CG14779
NC_004354.4	1472522	1473727	X	plus	uncharacterized protein	CG14780	31102	protein-coding	NM_130564.3	NP_569920.2	302	Dmel_CG14780
NC_004354.4	1473884	1476974	X	minus	Rab27, isoform C	Rab27	31103	protein-coding	NM_130565.4	NP_569921.1	230	Dmel_CG14791
NC_004354.4	1477063	1481420	X	plus	meiotic 38	mei-38	31104	protein-coding	NM_130566.3	NP_569922.1	325	Dmel_CG14781
NC_004354.4	1478552	1481420	X	plus	rush hour	rush	31105	protein-coding	NM_130567.3	NP_569923.2	316	Dmel_CG14782
NC_004354.4	1481797	1483413	X	minus	stubarista	sta	31106	protein-coding	NM_057402.5	NP_476750.1	270	Dmel_CG14792
NC_004354.4	1482492	1482590	X	minus	snoRNA:M	snoRNA:M	3772672	snoRNA	NR_002093.1			Dmel_CR32807
NC_004354.4	1482559	1482629	X	minus	snoRNA:Me28S-G980	snoRNA:Me28S-G980	5740473	snoRNA	NR_003725.1			Dmel_CR34671
NC_004354.4	1483479	1517615	X	plus	insomniac	inc	31110	protein-coding	NM_130570.3	NP_569926.2	211	Dmel_CG32810
NC_004354.4	1483625	1507809	X	minus	NMDA receptor 2	Nmdar2	31107	protein-coding	NM_001014714.2	NP_001014714.1	1083	Dmel_CG33513
NC_004354.4	1512227	1512803	X	minus	uncharacterized protein	CG14795	31109	protein-coding	NM_130569.5	NP_569925.2	116	Dmel_CG14795
NC_004354.4	1523554	1668788	X	minus	Mucin related 2B	Mur2B	31111	protein-coding	NM_130571.3	NP_569927.1	1795	Dmel_CG14796
NC_004354.4	1558349	1558400	X	minus	small non-coding RNA 400	sncRNA:400	3771754	ncRNA	NR_002460.1			Dmel_CR33699
NC_004354.4	1575132	1664869	X	plus	broad	br	44505	protein-coding	NM_080020.4	NP_524759.2	724	Dmel_CG11491
NC_004354.4	1665052	1668451	X	plus	deep orange	dor	31118	protein-coding	NM_057938.5	NP_477286.2	1002	Dmel_CG3093
NC_004354.4	1668406	1669297	X	minus	uncharacterized protein	CG3740	31119	protein-coding	NM_130576.4	NP_569932.1	140	Dmel_CG3740
NC_004354.4	1669570	1673608	X	plus	halfway	hfw	31120	protein-coding	NM_130577.4	NP_569933.2	611	Dmel_CG3095
NC_004354.4	1673110	1692768	X	minus	uncharacterized protein, isoform D	CG32809	31121	protein-coding	NM_130578.3	NP_569934.2	1234	Dmel_CG32809
NC_004354.4	1681566	1684891	X	plus	uncharacterized protein, isoform B	CG14797	31123	protein-coding	NM_130580.3	NP_569936.2	196	Dmel_CG14797
NC_004354.4	1686624	1690187	X	plus	b6	b6	31124	protein-coding	NM_058017.5	NP_477365.1	558	Dmel_CG3100
NC_004354.4	1692824	1693843	X	plus	uncharacterized gene	CR14798	31126	pseudogene				Dmel_CR14798
NC_004354.4	1693615	1695889	X	minus	a6, isoform A	a6	31127	protein-coding	NM_057961.5	NP_477309.1	409	Dmel_CG3771
NC_004354.4	1708806	1710182	X	minus	uncharacterized protein, isoform A	CG3795	31128	protein-coding	NM_130583.3	NP_569939.2	305	Dmel_CG3795
NC_004354.4	1735945	1754065	X	minus	Sarcoglycan delta	Scgdelta	31129	protein-coding	NM_080300.3	NP_525039.1	404	Dmel_CG14808
NC_004354.4	1773719	1853667	X	plus	prage, isoform B	prage	31136	protein-coding	NM_130589.3	NP_569945.1	787	Dmel_CG42666
NC_004354.4	1773725	1788065	X	plus	Adenosine deaminase acting on RNA	Adar	31130	protein-coding	NM_130584.4	NP_569940.2	632	Dmel_CG12598
NC_004354.4	1788861	1788957	X	minus	mir-981 stem loop	mir-981	12798093	miRNA	NR_047728.1			Dmel_CR42885
NC_004354.4	1789566	1790418	X	plus	uncharacterized protein	CG32806	318220	protein-coding	NM_166904.2	NP_726762.1	205	Dmel_CG32806
NC_004354.4	1819495	1820341	X	minus	uncharacterized protein, isoform A	CG14810	31131	protein-coding	NM_130585.2	NP_569941.2	202	Dmel_CG14810
NC_004354.4	1821469	1822381	X	minus	uncharacterized protein	CG14811	31132	protein-coding	NM_130586.2	NP_569942.2	237	Dmel_CG14811
NC_004354.4	1857889	1858971	X	minus	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	Lamtor5	31137	protein-coding	NM_130590.5	NP_569946.1	100	Dmel_CG14812
NC_004354.4	1859141	1861790	X	minus	Coat Protein (coatomer) delta	deltaCOP	45250	protein-coding	NM_143755.4	NP_652012.1	532	Dmel_CG14813
NC_004354.4	1862009	1865835	X	minus	Germ cell nuclear acidic peptidase	Gcna	31139	protein-coding	NM_130591.3	NP_569947.2	1052	Dmel_CG14814
NC_004354.4	1865909	1866887	X	plus	Mediator complex subunit 18	MED18	31140	protein-coding	NM_130592.4	NP_569948.3	217	Dmel_CG14802
NC_004354.4	1866832	1869061	X	minus	Peroxin 5	Pex5	31141	protein-coding	NM_130593.4	NP_569949.3	559	Dmel_CG14815
NC_004354.4	1868870	1872408	X	plus	uncharacterized protein, isoform A	CG14803	31142	protein-coding	NM_130594.2	NP_569950.1	1102	Dmel_CG14803
NC_004354.4	1872400	1873565	X	minus	Phosphoglycerate mutase 5	Pgam5	31143	protein-coding	NM_130595.3	NP_569951.1	289	Dmel_CG14816
NC_004354.4	1873853	1876474	X	plus	Vacuolar protein sorting 26	Vps26	31144	protein-coding	NM_130596.3	NP_569952.2	478	Dmel_CG14804
NC_004354.4	1876294	1877270	X	minus	uncharacterized protein, isoform A	CG14817	31145	protein-coding	NM_130597.3	NP_569953.1	106	Dmel_CG14817
NC_004354.4	1877317	1879077	X	plus	uncharacterized protein	CG14805	31146	protein-coding	NM_130598.3	NP_569954.1	506	Dmel_CG14805
NC_004354.4	1879019	1879774	X	minus	uncharacterized protein, isoform A	CG14818	31147	protein-coding	NM_130599.3	NP_569955.1	96	Dmel_CG14818
NC_004354.4	1880282	1881432	X	plus	Cytochrome c oxidase assembly factor 8	Coa8	31148	protein-coding	NM_130600.2	NP_569956.1	176	Dmel_CG14806
NC_004354.4	1881313	1889950	X	minus	trithorax-related	trr	31149	protein-coding	NM_080301.3	NP_525040.2	2410	Dmel_CG3848
NC_004354.4	1890256	1891482	X	plus	mitochondrial ribosomal protein L16	mRpL16	31150	protein-coding	NM_080302.3	NP_525041.1	243	Dmel_CG3109
NC_004354.4	1891401	1900646	X	minus	armadillo	arm	31151	protein-coding	NM_057317.4	NP_476665.2	843	Dmel_CG11579
NC_004354.4	1900699	1901911	X	minus	Lipid droplet assembly factor 1	Ldaf1	326240	protein-coding	NM_130601.5	NP_569957.2	213	Dmel_CG32803
NC_004354.4	1900768	1901162	X	plus	antisense RNA:CR45929	asRNA:CR45929	26067257	antisense_RNA	NR_133505.1			Dmel_CR45929
NC_004354.4	1902028	1903733	X	plus	antisense RNA:CR43864	asRNA:CR43864	14462376	antisense_RNA	NR_073628.1			Dmel_CR43864
NC_004354.4	1902082	1903177	X	minus	uncharacterized protein	CG32801	31152	protein-coding	NM_166913.3	NP_726776.1	158	Dmel_CG32801
NC_004354.4	1903704	1908827	X	minus	ER degradation enhancer, mannosidase alpha-like 1	Edem1	31154	protein-coding	NM_130603.3	NP_569959.1	982	Dmel_CG3810
NC_004354.4	1908239	1920318	X	plus	Myb-interacting protein 130	mip130	31153	protein-coding	NM_130602.4	NP_569958.2	986	Dmel_CG3480
NC_004354.4	1908920	1916825	X	plus	Rabconnectin-3B	Rbcn-3B	31155	protein-coding	NM_130604.4	NP_569960.2	1525	Dmel_CG17766
NC_004354.4	1920166	1922874	X	minus	eukaryotic translation initiation factor 2B subunit epsilon	eIF2Bepsilon	31156	protein-coding	NM_130605.5	NP_569961.2	669	Dmel_CG3806
NC_004354.4	1922981	1927524	X	plus	Oculocerebrorenal syndrome of Lowe	Ocrl	31157	protein-coding	NM_130606.3	NP_569962.2	850	Dmel_CG3573
NC_004354.4	1927683	1930517	X	plus	uncharacterized protein, isoform A	CG11596	31158	protein-coding	NM_130607.3	NP_569963.1	439	Dmel_CG11596
NC_004354.4	1937700	1940040	X	minus	uncharacterized protein	CG3857	2768908	protein-coding	NM_206607.2	NP_996330.1	487	Dmel_CG3857
NC_004354.4	1940307	1941536	X	plus	uncharacterized protein	CG3587	31160	protein-coding	NM_130609.4	NP_569965.1	299	Dmel_CG3587
NC_004354.4	1941940	2007956	X	plus	Hormone receptor 4	Hr4	31162	protein-coding	NM_001038734.2	NP_001033823.1	1518	Dmel_CG43934
NC_004354.4	1953652	1954480	X	minus	uncharacterized gene	CR46447	54520498	pseudogene				Dmel_CR46447
NC_004354.4	2007911	2009364	X	minus	Phosphatidylinositol glycan anchor biosynthesis class K	PIG-K	31163	protein-coding	NM_130612.4	NP_569968.2	355	Dmel_CG4406
NC_004354.4	2009957	2010287	X	plus	long non-coding RNA:CR45478	lncRNA:CR45478	19834748	lncRNA	NR_123772.1			Dmel_CR45478
NC_004354.4	2010300	2010417	X	plus	mir-2496 stem loop	mir-2496	12798094	miRNA	NR_047730.1			Dmel_CR43004
NC_004354.4	2010860	2024647	X	plus	enhanced adult sensory threshold	east	46006	protein-coding	NM_080125.5	NP_524864.2	2301	Dmel_CG4399
NC_004354.4	2023822	2042311	X	minus	alpha actinin	Actn	31166	protein-coding	NM_058136.4	NP_477484.2	895	Dmel_CG4376
NC_004354.4	2029004	2029094	X	minus	mir-4954 stem loop	mir-4954	12798095	miRNA	NR_047733.1			Dmel_CR43527
NC_004354.4	2038798	2042311	X	minus	ultraspiracle	usp	31165	protein-coding	NM_057433.4	NP_476781.1	508	Dmel_CG4380
NC_004354.4	2041868	2055414	X	plus	uncharacterized protein, isoform D	CG4313	31169	protein-coding	NM_130615.3	NP_569971.3	541	Dmel_CG4313
NC_004354.4	2042730	2043818	X	minus	uncharacterized protein, isoform A	CG4325	31167	protein-coding	NM_130613.3	NP_569969.1	158	Dmel_CG4325
NC_004354.4	2044292	2050120	X	minus	moody, isoform A	moody	31168	protein-coding	NM_130614.4	NP_569970.2	670	Dmel_CG4322
NC_004354.4	2055310	2061915	X	minus	Salt-inducible kinase 2	Sik2	31170	protein-coding	NM_130616.3	NP_569972.1	1398	Dmel_CG4290
NC_004354.4	2055948	2056425	X	plus	antisense RNA:CR44896	asRNA:CR44896	19835648	antisense_RNA	NR_123773.1			Dmel_CR44896
